201812,A81037,THE ERIMUS PRACTICE,THE CLEVELAND HEALTH CTR,20 CLEVELAND SQUARE,MIDDLESBROUGH,N/A,TS1 2NX
201812,A81038,HIRSEL MEDICAL CENTRE,HIRSEL MEDICAL CENTRE,5 TRINITY MEWS  N.ORMESBY,MIDDLESBROUGH,CLEVELAND,TS3 6AL
201812,A81039,EAGLESCLIFFE MEDICAL PRACTICE,EAGLESCLIFFE MED PRACTICE,SUNNINGDALE DRIVE,EAGLESCLIFFE,STOCKTON-ON-TEES,TS16 9EA
201812,A81040,MARSH HOUSE MEDICAL PRACTICE,ABBEY HEALTH CENTRE,FINCHALE AVENUE,BILLINGHAM,CLEVELAND,TS23 2DG
201812,A81041,HART MEDICAL PRACTICE,HART MEDICAL PRACTICE,SURGERY LANE,HARTLEPOOL,CLEVELAND,TS24 9DN
201812,A81042,SOUTH GRANGE MEDICAL GROUP PRACTICE,SOUTH GRANGE MEDICAL CTR,TRUNK ROAD  ESTON,MIDDLESBROUGH,CLEVELAND,TS6 9QG
201812,A81043,THE MANOR HOUSE SURGERY,THE MANOR HOUSE SURGERY,BRAIDWOOD ROAD  NORMANBY,MIDDLESBROUGH,CLEVELAND,TS6 0HA
201812,A81044,MCKENZIE HOUSE SURGERY,MCKENZIE HOUSE,17 KENDAL ROAD,HARTLEPOOL,CLEVELAND,TS25 1QU
201812,A81045,THE COATHAM ROAD SURGERY,THE COATHAM SURGERY,COATHAM HEALTH VILLAGE,REDCAR,CLEVELAND,TS10 1SR
201812,A81046,WOODLANDS FAMILY MEDICAL CENTRE,WOODLANDS FAMILY MED. CTR,106 YARM LANE,STOCKTON-ON-TEES,CLEVELAND,TS18 1YE
201812,A81048,ZETLAND MEDICAL PRACTICE,WINDY HILL LANE,MARSKE BY THE SEA,REDCAR,CLEVELAND,TS11 7BL
201812,A81049,KINGS MEDICAL CENTRE,KINGS MEDICAL CENTRE,3 TRINITY MEWS N.ORMESBY,MIDDLESBROUGH,N/A,TS3 6AL
201812,A81051,CAMBRIDGE MEDICAL GROUP,THE CAMBRIDGE MED. GROUP,10A CAMBRIDGE ROAD,LINTHORPE  MIDDLESBROUGH,CLEVELAND,TS5 5NN
201812,A81052,THE GREEN HOUSE SURGERY,REDCAR PRIMARY CARE HOSP,WEST DYKE ROAD,REDCAR,CLEVELAND,TS10 4NW
201812,A81053,WOODSIDE SURGERY,WOODSIDE SURGERY,6 HIGH STREET LOFTUS,SALTBURN-BY-THE-SEA,CLEVELAND,TS13 4HW
201812,A81054,THE SALTSCAR SURGERY,THE SALTSCAR SURGERY,22 KIRKLEATHAM STREET,REDCAR,CLEVELAND,TS10 1UA
201812,A81056,MELROSE SURGERY,38 MELROSE AVENUE,N/A,BILLINGHAM,CLEVELAND,TS23 2JW
201812,A81057,KINGSWAY MEDICAL CENTRE,KINGSWAY MEDICAL CENTRE,KINGSWAY,BILLINGHAM,CLEVELAND,TS23 2LS
201812,A81058,COULBY MEDICAL PRACTICE,COULBY MEDICAL PRACTICE,CROPTON WAY COULBY NEWHAM,MIDDLESBROUGH,N/A,TS8 0TL
201812,A81060,THE KOH PRACTICE,THE HEALTH CENTRE,VICTORIA ROAD,HARTLEPOOL,CLEVELAND,TS26 8DB
201812,A81063,THE HEADLAND MEDICAL CENTRE,THE HEADLAND MEDICAL CTR,2 GROVE STREET,HARTLEPOOL,N/A,TS24 0NZ
201812,A81064,THE DISCOVERY PRACTICE,CLEVELAND HEALTH CENTRE,20 CLEVELAND SQUARE,CLEVELAND CENTRE,MIDDLESBROUGH,TS1 2NX
201812,A81065,THE ESTON SURGERY,LOW GRANGE HEALTH VILLAGE,NORMANBY ROAD,ESTON,CLEVELAND,TS6 6TD
201812,A81066,PARK LANE SURGERY,PARK LANE SURGERY,STILLINGTON,STOCKTON ON TEES,CLEVELAND,TS21 1JS
201812,A81067,ALMA MEDICAL CENTRE,ALMA MEDICAL CENTRE,NOLAN PLACE,STOCKTON-ON-TEES,CLEVELAND,TS18 2BP
201812,A81070,MCKENZIE GROUP PRACTICE,WYNYARD ROAD PCC,WYNYARD ROAD,HARTLEPOOL,N/A,TS25 3DQ
201812,A81602,DR RASOOL,ABBEY HEALTH CENTRE,FINCHALE AVENUE,BILLINGHAM,CLEVELAND,TS23 2DG
201812,A81608,ELM TREE SURGERY,22B WESTBURY STREET,THORNABY,STOCKTON ON SEA,N/A,TS17 6PG
201812,A81610,THE ROSEBERRY PRACTICE,ABBEY HEALTH CENTRE,FINCHALE AVENUE,BILLINGHAM,CLEVELAND,TS23 2DG
201812,A81611,PARKWAY MEDICAL CENTRE,PARKWAY MEDICAL CENTRE,CROPTON WAY COULBY NEWHAM,MIDDLESBROUGH,N/A,TS8 0TL
201812,A81612,THE PATEL PRACTICE,THE SURGERY,STATION LANE,SEATON CAREW,HARTLEPOOL  CLEVELAND,TS25 1AX
201812,A81618,HUNTCLIFF SURGERY,HUNTCLIFF SURGERY,BATH STREET,SALTBURN-BY-THE-SEA,CLEVELAND,TS12 1BJ
201812,A81621,THORNTREE SURGERY,THORNTREE SURGERY,11 BERESFORD BUILDINGS,MIDDLESBROUGH,CLEVELAND,TS3 9NB
201812,A81622,GLADSTONE HOUSE SURGERY,VICTORIA ROAD,HEALTH CENTRE,HARTLEPOOL,N/A,TS26 8DF
201812,A81629,RIVERSIDE MEDICAL PRACTICE,RIVERSIDE MEDICAL PRACT,ALMA STREET,STOCKTON-ON-TEES,CLEVELAND,TS18 2AP
201812,A81630,FOUNDATIONS,FOUNDATIONS,ACKLAM ROAD  ACKLAM,MIDDLESBROUGH,NORTH YORKSHIRE,TS5 4EQ
201812,A81631,WEST VIEW MILLENIUM SURGERY A,WEST VIEW MILLENNIUM SURG,WEST VIEW ROAD,HARTLEPOOL,CLEVELAND,TS24 9LJ
201812,A81632,LAWSON STREET PRACTICE,THE HEALTH CENTRE,LAWSON STREET,STOCKTON-ON-TEES,CLEVELAND,TS18 1HU
201812,A81633,FOUNDATIONS -HARRIS STREET,FOUNDATIONS,7 HARRIS STREET,MIDDLESBROUGH,NORTH YORKSHIRE,TS1 5EF
201812,A81634,THE ARRIVAL PRACTICE,THE ARRIVAL PRACTICE,ENDURANCE HSE CLARENCE ST,STOCKTON ON TEES,N/A,TS18 2EP
201812,A82003,ULVERSTON HEALTH CENTRE (MURRAY),ULVERSTON COMM.HEALTH CTR,STANLEY STREET,ULVERSTON,CUMBRIA,LA12 7BT
201812,A82004,ALSTON MEDICAL PRACTICE,THE SURGERY,COTTAGE HOSPITAL,ALSTON,CUMBRIA,CA9 3QX
201812,A82005,AMBLESIDE HEALTH CENTRE,AMBLESIDE HEALTH CENTRE,RYDAL ROAD,AMBLESIDE,CUMBRIA,LA22 9BP
201812,A82006,APPLEBY MEDICAL PRACTICE,THE RIVERSIDE BUILDING,CHAPEL STREET,APPLEBY,CUMBRIA,CA16 6QR
201812,A82007,DUKE STREET SURGERY,4 DUKE STREET,N/A,BARROW IN FURNESS,CUMBRIA,LA14 1LF
201812,A82008,NORWOOD MEDICAL CENTRE,NORWOOD MEDICAL CENTRE,99 ABBEY ROAD,BARROW-IN-FURNESS,CUMBRIA,LA14 5ES
201812,A82009,BRIDGEGATE MEDICAL CENTRE,BRIDGEGATE MEDICAL CENTRE,WINCHESTER STREET,BARROW-IN-FURNESS,CUMBRIA,LA13 9SH
201812,A82010,ABBEY ROAD SURGERY,243 ABBEY ROAD,N/A,BARROW-IN-FURNESS,CUMBRIA,LA14 5JY
201812,A82012,BRAMPTON MEDICAL PRACTICE,BRAMPTON MEDICAL PRACTICE,4 MARKET PLACE  BRAMPTON,CARLISLE,CUMBRIA,CA8 1NL
201812,A82013,UPPER EDEN MEDICAL PRACTICE,THE HEALTH CENTRE,SILVER STREET,KIRKBY STEPHEN,CUMBRIA,CA17 4RB
201812,A82014,CALDBECK SURGERY,CALDBECK SURGERY,FRIAR ROW CALDBECK,WIGTON,CUMBRIA,CA7 8DS
201812,A82015,WARWICK ROAD SURGERY,WARWICK ROAD SURGERY,65 WARWICK ROAD,CARLISLE,CUMBRIA,CA1 1EB
201812,A82016,CARLISLE HEALTHCARE,SPENCER HOUSE,ST PAUL'S SQUARE,CARLISLE,N/A,CA1 1DG
201812,A82018,SPENCER ST SURGERY,SPENCER STREET SURGERY,10 SPENCER STREET,CARLISLE,CUMBRIA,CA1 1BP
201812,A82019,FUSEHILL MEDICAL PRACTICE,FUSEHILL MEDICAL CENTRE,FUSEHILL STREET,CARLISLE,CUMBRIA,CA1 2HE
201812,A82020,EDEN MEDICAL GROUP,THE EDEN MEDICAL GROUP,PORT ROAD,CARLISLE,CUMBRIA,CA2 7AJ
201812,A82021,CASTLEGATE AND DERWENT SURGERY,COCKERMOUTH HEALTH CENTRE,ISEL ROAD,COCKERMOUTH,CUMBRIA,CA13 9HT
201812,A82022,DALSTON MEDICAL GROUP,DALSTON MEDICAL GROUP,THE SURGERY TOWNSEND ROAD,DALSTON,CARLISLE,CA5 7PZ
201812,A82023,DISTINGTON SURGERY,THE SURGERY,HINNINGS ROAD  DISTINGTON,WORKINGTON,CUMBRIA,CA14 5UR
201812,A82024,SEASCALE HEALTH CENTRE,SEASCALE HEALTH CENTRE,GOSFORTH ROAD,SEASCALE,CUMBRIA,CA20 1PN
201812,A82025,CAPTAIN FRENCH SURGERY,THE GILLINGGATE CENTRE,GILLINGGATE,KENDAL,CUMBRIA,LA9 4JE
201812,A82026,THE JAMES COCHRANE PRACT.,JAMES COCHRANE PRACTICE,BURTON ROAD,KENDAL,CUMBRIA,LA9 7HR
201812,A82027,STATION HOUSE SURGERY,STATION HOUSE SURGERY,STATION ROAD,KENDAL,CUMBRIA,LA9 6SA
201812,A82028,CASTLEHEAD MEDICAL CENTRE,CASTLEHEAD MEDICAL CENTRE,AMBLESIDE ROAD,KESWICK,CUMBRIA,CA12 4DB
201812,A82029,THE CROFT SURGERY,THE CROFT SURGERY,KIRKBRIDE,WIGTON,CUMBRIA,CA7 5JH
201812,A82030,LUNESDALE SURGERY,THE LUNESDALE SURGERY,KIRKBY LONSDALE,NR CARNFORTH,LANCASHIRE,LA6 2HQ
201812,A82031,SHAP MEDICAL PRACTICE,SHAP HEALTH CENTRE,PEGGY NUT CROFT  SHAP,PENRITH,CUMBRIA,CA10 3LW
201812,A82032,MARYPORT HEALTH SERVICES,MARYPORT HEALTH SERVICES,ALNEBURGH HSE EWANRIGG RD,MARYPORT,CUMBRIA,CA15 8EL
201812,A82033,WATERLOO HOUSE SURGERY,MILLOM COMMUNITY HOSPITAL,LAPSTONE ROAD,MILLOM,CUMBRIA,LA18 4BY
201812,A82034,STONELEIGH SURGERY,STONELEIGH SURGERY,POLICE SQUARE,MILNTHORPE,CUMBRIA,LA7 7PW
201812,A82035,BIRBECK MEDICAL GROUP,BIRBECK MEDICAL GROUP,PENRITH H/CTR BRIDGE LANE,PENRITH,CUMBRIA,CA11 8HW
201812,A82036,THE LAKES MEDICAL PRACTICE,PENRITH HEALTH CENTRE,BRIDGE LANE,PENRITH,CUMBRIA,CA11 8HW
201812,A82037,SILLOTH GROUP MEDICAL PRACTICE,LAWN TERRACE,SILLOTH ON SOLWAY,WIGTON,CUMBRIA,CA7 4AH
201812,A82038,TEMPLE SOWERBY MEDICAL PRACTICE,LINDEN PARK,TEMPLE SOWERBY,PENRITH,CUMBRIA,CA10 1RW
201812,A82039,DALTON SURGERY,THE SURGERY,92 MARKET STREET,DALTON-IN-FURNESS,CUMBRIA,LA15 8AB
201812,A82041,LOWTHER MEDICAL CENTRE,LOWTHER MEDICAL CENTRE,1 CASTLE MEADOWS,WHITEHAVEN,CUMBRIA,CA28 7RG
201812,A82044,FELLVIEW HEALTHCARE LTD,FELLVIEW HEALTHCARE LTD,CASTLE MEWS,WHITEHAVEN,CUMBRIA,CA28 7QE
201812,A82045,WIGTON GROUP MEDICAL PRACTICE,WIGTON GROUP MEDICAL PRAC,SOUTH END,WIGTON,CUMBRIA,CA7 9QD
201812,A82046,WINDERMERE HEALTH CENTRE,WINDERMERE HEALTH CENTRE,GOODLEY DALE,WINDERMERE,CUMBRIA,LA23 2EG
201812,A82047,JAMES STREET GROUP PRACT,JAMES STREET GROUP PRACT,JAMES STREET,WORKINGTON,CUMBRIA,CA14 2DL
201812,A82048,BEECHWOOD GROUP PRACTICE,BEECHWOOD GROUP PRACTICE,57 JOHN STREET,WORKINGTON,CUMBRIA,CA14 3FT
201812,A82049,ORCHARD HOUSE SURGERY,ORCHARD HOUSE SURGERY,SOUTH WILLIAM STREET,WORKINGTON,CUMBRIA,CA14 2ED
201812,A82050,OXFORD STREET SURGERY,OXFORD STREET SURGERY,20 OXFORD STREET,WORKINGTON,CUMBRIA,CA14 2AJ
201812,A82053,NUTWOOD MEDICAL PRACTICE,THE HEALTH CENTRE,KENTS BANK ROAD,GRANGE OVER SANDS,CUMBRIA,LA11 7DJ
201812,A82055,ASPATRIA MEDICAL GROUP,WEST STREET HEALTH CENTRE,WEST STREET,ASPATRIA,CUMBRIA,CA7 3HH
201812,A82058,QUEEN STREET MEDICAL PRACTICE,RICHARD BENEDICT HOUSE,149 QUEEN STREET,WHITEHAVEN,N/A,CA28 7BA
201812,A82060,WHITEHAVEN MEDICAL CENTRE,WHITEHAVEN MEDICAL CENTRE,CATHERINE STREET,WHITEHAVEN,CUMBRIA,CA28 7PA
201812,A82062,ATKINSON HEALTH CENTRE,ATKINSON HEALTH CENTRE,MARKET STREET,BARROW IN FURNESS,CUMBRIA,LA14 2LR
201812,A82064,WESTCROFT HOUSE SURGERY,WESTCROFT HOUSE SURGERY,66 MAIN STREET,EGREMONT,CUMBRIA,CA22 2DB
201812,A82065,PENINSULA MEDICAL PRACTICE,GRANGE HEALTH CENTRE,KENTS BANK ROAD,GRANGE-OVER-SANDS,CUMBRIA,LA11 7DJ
201812,A82068,ULVERSTON COMMUNITY HEALTH CENTRE,ULVERSTON COMM.HEALTH CTR,STANLEY STREET,ULVERSTON,CUMBRIA,LA12 7BT
201812,A82070,ST.MARY'S SURGERY,ST.MARY'S SURGERY,APPLETHWAITE,WINDERMERE,CUMBRIA,LA23 1BA
201812,A82071,BURNETT EDGAR MEDICAL CTR,BURNETT EDGAR MEDICAL CTR,CENTRAL DRIVE  WALNEY,BARROW-IN-FURNESS,CUMBRIA,LA14 3HY
201812,A82072,RISEDALE SURGERY,RISEDALE SURGERY,2-4 GLOUCESTER STREET,BARROW-IN-FURNESS,CUMBRIA,LA13 9RX
201812,A82075,MANSION HOUSE SURGERY,19/20 IRISH STREET,N/A,WHITEHAVEN,CUMBRIA,CA28 7BU
201812,A82077,LIVERPOOL HOUSE SURGERY,LIVERPOOL HOUSE SURGERY,69 RISEDALE ROAD,BARROW-IN-FURNESS,CUMBRIA,LA13 9QY
201812,A82608,SEDBERGH MEDICAL PRACTICE,SEDBERGH MEDICAL PRACTICE,SEDBERGH M/CTR STATION RD,SEDBERGH,CUMBRIA,LA10 5DL
201812,A82613,WRAYSDALE HOUSE SURGERY,WRAYSDALE HOUSE,N/A,CONISTON,CUMBRIA,LA21 8ER
201812,A82617,KIRKOSWALD SURGERY,THE SURGERY,KIRKOSWALD,PENRITH,CUMBRIA,CA10 1DQ
201812,A82620,GLENRIDDING HEALTH CENTRE,GLENRIDDING HEALTH CENTRE,GLENRIDDING,PENRITH,CUMBRIA,CA11 0PD
201812,A82621,ASKAM SURGERY,THE SURGERY,2 PARKLANDS DRIVE,ASKAM-IN-FURNESS,CUMBRIA,LA16 7JP
201812,A82623,SOLWAY HEALTH SERVICES,SOLWAY HEALTH SERVICES,WORKINGTON HPL PARK LANE,WORKINGTON,N/A,CA14 2RW
201812,A82629,THE FAMILY PRACTICE,THE SURGERY,26 HARTINGTON STREET,BARROW-IN-FURNESS,CUMBRIA,LA14 5SL
201812,A82631,COURT THORN SURGERY,COURT THORN SURGERY,LOW HESKET,CARLISLE,CUMBRIA,CA4 0HP
201812,A82646,LONGTOWN MEDICAL CENTRE,LONGTOWN MEDICAL CENTRE,MOOR ROAD,LONGTOWN,N/A,CA6 5XA
201812,A82647,CARTMEL SURGERY,CARTMEL SURGERY,HAGGS LANE,CARTMEL,N/A,LA11 6PH
201812,A82650,HAVERTHWAITE SURGERY,HAVERTHWAITE SURGERY,HAVERTHWAITE  BACKBARROW,ULVERSTON,CUMBRIA,LA12 8QF
201812,A82651,DUDDON VALLEY MEDICAL PRACTICE,KIRKBY SURGERY,ASKEW GATE,KIRKBY-IN-FURNESS,CUMBRIA,LA17 7TE
201812,A82654,WARWICK SQUARE GROUP PRACTICE,GROSVENOR HOUSE SURGERY,WARWICK SQUARE,CARLISLE,CUMBRIA,CA1 1LB
201812,A83001,ST ANDREW'S MEDICAL PRACTICE,SENSIER HOUSE,ST ANDREW'S LANE,SPENNYMOOR,COUNTY DURHAM,DL16 6QA
201812,A83003,WILLINGTON MEDICAL GROUP,WILLINGTON MEDICAL GROUP,CHAPEL STREET  WILLINGTON,CROOK,COUNTY DURHAM,DL15 0EQ
201812,A83004,AVENUE FAMILY PRACTICE,DENESIDE MEDICAL CENTRE,THE AVENUE  DENESIDE,SEAHAM,COUNTY DURHAM,SR7 8LF
201812,A83005,WHINFIELD MEDICAL PRACTICE,WHINFIELD SURGERY,WHINBUSH WAY,DARLINGTON,COUNTY DURHAM,DL1 3RT
201812,A83006,ORCHARD COURT SURGERY,ORCHARD COURT SURGERY,ORCHARD ROAD,DARLINGTON,COUNTY DURHAM,DL3 6HZ
201812,A83007,BLACKHALL AND PETERLEE PRACTICE,BLACKHALL & PETERLEE,COMMUNITY HEALTH CENTRE,HESLEDEN ROAD BLACKHALL,HARTLEPOOL CLEVELAND,TS27 4LQ
201812,A83008,HALLGARTH SURGERY,HALLGARTH SURGERY,CHEAPSIDE,SHILDON,COUNTY DURHAM,DL4 2HP
201812,A83009,BRIDGE END SURGERY,BRIDGE END SURGERY,PICK TREE LANE,CHESTER-LE-STREET,COUNTY DURHAM,DH3 3SL
201812,A83010,MOORLANDS SURGERY,MOORLANDS SURGERY,139A WILLOW ROAD,DARLINGTON,COUNTY DURHAM,DL3 9JP
201812,A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,CLAYPATH & UNIV MED GROUP,26 GILESGATE,DURHAM,COUNTY DURHAM,DH1 1QW
201812,A83012,WILLIAM BROWN CENTRE,WILLIAM BROWN CENTRE,MANOR WAY,PETERLEE,COUNTY DURHAM,SR8 5TW
201812,A83013,NEASHAM ROAD SURGERY,NEASHAM ROAD SURGERY,186 NEASHAM ROAD,DARLINGTON,COUNTY DURHAM,DL1 4YL
201812,A83014,BELMONT & SHERBURN MEDICAL GROUP,BROOMSIDE LANE,N/A,BELMONT,COUNTY DURHAM,DH1 2QW
201812,A83015,STATION VIEW MEDICAL CENTRE,STATION VIEW MEDICAL CTR,29A ESCOMB ROAD,BISHOP AUCKLAND,COUNTY DURHAM,DL14 6AB
201812,A83016,TANFIELD VIEW MEDICAL GROUP,TANFIELD VIEW SURGERY,SCOTT ST  TANFIELD,STANLEY,COUNTY DURHAM,DH9 8AD
201812,A83017,PHOENIX MEDICAL GROUP,DUNELM ROAD,THORNLEY,DURHAM,COUNTY DURHAM,DH6 3HW
201812,A83018,CONSETT MEDICAL CENTRE,CONSETT MEDICAL CENTRE,STATION YARD,CONSETT,COUNTY DURHAM,DH8 5YA
201812,A83019,STATION ROAD SURGERY,THE SURGERY  STATION RD,SHOTTON COLLIERY,DURHAM,COUNTY DURHAM,DH6 2JL
201812,A83020,NORTH HOUSE SURGERY,NORTH HOUSE SURGERY,HOPE STREET,CROOK,COUNTY DURHAM,DL15 9HU
201812,A83021,AUCKLAND MEDICAL GROUP,THE OLD FIRE HOUSE,WATLING ROAD,BISHOP AUCKLAND,COUNTY DURHAM,DL14 6RP
201812,A83022,THE MEDICAL GROUP,ADRIAN CLARK HOUSE,SAWMILLS LNE  MEADOWFIELD,DURHAM,COUNTY DURHAM,DH7 8NH
201812,A83023,STANLEY MEDICAL GROUP,STANLEY PRIMARY CARE CTR,CLIFFORD ROAD,STANLEY,COUNTY DURHAM,DH9 0AB
201812,A83024,WEST RAINTON SURGERY,THE SURGERY WOODLAND VIEW,WEST RAINTON,HOUGHTON-LE-SPRING,COUNTY DURHAM,DH4 6RQ
201812,A83025,BISHOPGATE MEDICAL CENTRE,BISHOPGATE MEDICAL CENTRE,178 NEWGATE STREET,BISHOP AUCKLAND,COUNTY DURHAM,DL14 7EJ
201812,A83026,SACRISTON MEDICAL CENTRE,SACRISTON MEDICAL CENTRE,FRONT STREET,SACRISTON,COUNTY DURHAM,DH7 6JW
201812,A83027,COXHOE MEDICAL PRACTICE,COXHOE MEDICAL PRACTICE,1 LANSDOWNE ROAD,COXHOE,COUNTY DURHAM,DH6 4DH
201812,A83028,MIDDLE CHARE MEDICAL GROUP,MIDDLE CHARE SURGERY,MIDDLE CHARE,CHESTER-LE-STREET,COUNTY DURHAM,DH3 3QD
201812,A83029,GREAT LUMLEY SURGERY,THE SURGERY FRONT STREET,GREAT LUMLEY,CHESTER-LE-STREET,CO.DURHAM,DH3 4LE
201812,A83030,DUNELM MEDICAL PRACTICE,KELVIN HOUSE MEDICAL CTR,1-2 VICTOR TCE  BEARPARK,DURHAM,COUNTY DURHAM,DH7 7DG
201812,A83031,CARMEL MEDICAL PRACTICE,CARMEL MEDICAL PRACTICE,NUNNERY LANE,DARLINGTON,COUNTY DURHAM,DL3 8SQ
201812,A83032,WOODVIEW MEDICAL PRACTICE,THE SURGERY,COCKFIELD,BISHOP AUCKLAND,CO.DURHAM,DL13 5AF
201812,A83033,PELTON & FELLROSE MEDICAL GROUP,UNIT 1  LAVENDER CENTRE,PELTON LANE  PELTON,CHESTER LE STREET,COUNTY DURHAM,DH2 1HS
201812,A83034,BLACKETTS MEDICAL PRACTICE,BLACKETTS MED PRACTICE,63-65 BONDGATE,DARLINGTON,COUNTY DURHAM,DL3 7JR
201812,A83035,THE WEARDALE PRACTICE,DALE STREET,STANHOPE,BISHOP AUCKLAND,COUNTY DURHAM,DL13 2XD
201812,A83036,CHASTLETON MEDICAL GROUP,CHASTLETON MEDICAL GROUP,NEWTON DRIVE,FRAMWELLGATE MOOR,COUNTY DURHAM,DH1 5BH
201812,A83037,BEWICK CRESCENT SURGERY,BEWICK CRESCENT SURGERY,27 BEWICK CRESCENT,NEWTON AYCLIFFE,COUNTY DURHAM,DL5 5LH
201812,A83038,CEDARS MEDICAL GROUP,CEDARS MEDICAL GROUP,CEDAR CRES  BURNOPFIELD,NEWCASTLE UPON TYNE,N/A,NE16 6HU
201812,A83040,CLIFTON COURT MEDICAL PRACTICE,CLIFTON COURT MED PRACT,VICTORIA ROAD,DARLINGTON,COUNTY DURHAM,DL1 5JN
201812,A83041,MURTON MEDICAL CENTRE,THE SURGERY,20 WOODS TCE EAST  MURTON,SEAHAM,COUNTY DURHAM,SR7 9AB
201812,A83042,DR SIMPSON & PARTNERS,THE CARODOC SURGERY,FRONT STREET WEST,WINGATE,COUNTY DURHAM,TS28 5PZ
201812,A83043,OLD FORGE SURGERY,THE SURGERY,MIDDLETON-IN-TEESDALE,BARNARD CASTLE,COUNTY DURHAM,DL12 0QE
